id,text,teacher_uptake_student,student_uptake_teacher
22451,"STUDENT:
    Maybe more tests? =. TEACHER:
    Nooo! Let's do something fun!
    My idea of fun :.",0.843701152,0.735488675
22452,"STUDENT:
    Tests are fun for me
    Speaking, however...... TEACHER:
    Ha, I'm like that too, to be honest!
    As you probably know, a part of the speaking is a collaborative task where you discuss something with the other candidate
    And at least two parts are picture-based. An examiner gives you some pictures and asks questions based on them
    Also, you will be expected to comment on the questions the other candidate is asked .not on their answers, thankfully!.
    But there are also some plain old question at the end, which give you a chance to speak on your own for a longer time",0.977179129,0.919401878
22453,"STUDENT:
    Yes. I remember TEACHER:
    Even though some examiners invite an exchange of opinions between candidates as well
    At C2 level, they are quite abstract, the questions",0.704080541,0.431476378
22454,"STUDENT:
    Right TEACHER:
    The first part, however, are nice warm-up questions
    The examiner says, I'd like to find out something about you. Where are you from? Are you working or studying? .the traditional beginning of all Cambridge English speaking exams it seems.
    And then something like
    What do you enjoy best about the place where you're living now?
    Could you give me 2-3-4 nice sentences?",,0.857985323
22455,"STUDENT:
    Oh... It'll be tough TEACHER:
    Well, you can always say that at the moment, in lockdown, it's hard to think of things you enjoy - as long as you give a nice answer in terms of language, it doesn't even have to be truthful!",0.877605348,0.422539055
22456,"STUDENT:
    It would say the location, as my home is in the city center. It takes me 5 minutes to reach the nearest metro station. Moreover, I can just walk to Khreschatyk and avoid using any means of transport all-together. Other perks include the vicinity of the Botanical Garden and other green zones.
    * I would say TEACHER:
    Lovely!",0.743120724,0.067574057
22457,"STUDENT:
    But trust me
    It would have been much more messy in speech
    It would be
    .... TEACHER:
    Hmm, I don't know if I believe you because I heard you speak and you're fluent..",0.88374305,
22458,"STUDENT:
    When was it?
    I don't remember... TEACHER:
    Ok, next Cambridge wants to know, How difficult would it be for you to move away from the area you're living in now?
    Back when you just opened ALMA I believe!",0.813901298,0.390234923
22459,"STUDENT:
    By the way, does the exam panel assess accents?
    Oh right! Maybe at Alias
    My memory has worsen quite a bit after Maya's birth TEACHER:
    It's absolutely fine to have an accent, everybody does .even the queen.. They assess intelligibility, the pronunciation / mispronunciation of individual words, sentence stress and intonation
    Yes, it must have been a game of Alias! I can't remember very clearly either
    So unless your accent impedes comprehension, you're fine!
    Ok, so How difficult would it be for you to move away from the area you're living in now?
    .see what they are doing? eliciting conditionals and the language of speculation, like modals.",0.999221268,0.137400901
22460,"STUDENT:
    Not difficult at all. You see, the advantages I've just provided cannot overrule the disadvantages of my residential area. They are poor air quality, noise pollution, forlorn playgrounds and shabby infrastructure. So I'd move in no time.
    overrule or maybe override TEACHER:
    Perfect! Great answer
    override would be better, I agree!",0.997811452,0.975257913
22461,"STUDENT:
    It took me a while because I forgot how to spell forlorn
    Although I know how to pronounce it TEACHER:
    You wouldn't have this problem in the speaking test!...",0.784670226,0.521125618
22462,"STUDENT:
    Right. That's what I thought TEACHER:
    Yes, the centre of Kyiv is so lovely and green, but not without its challenges, is it?",0.483996552,0.532233836
22463,"STUDENT:
    Indeed
    Yesterday, we travelled to Nyvky
    There's a residential area called Fayna Town TEACHER:
    Oh yes, I stayed there for a month while doing CELTA
    That must be new",0.884699899,0.887183644
22464,"STUDENT:
    It's perfect in terms of air quality and infrustructure
    But the commute it tiring to say the least
    At peak hours around 2 hrs now TEACHER:
    I remember lots of fresh fruit and vegetables at the market and a giant park
    Ooh, horrible!",0.176912809,0.526320155
22465,"STUDENT:
    Yes. The area is wonderful
    Our friends live there
    They've just bought an apartment TEACHER:
    Are there nice schools, too?",0.669467088,0.717572658
22466,"STUDENT:
    Their daughter goes to a school on Arsenalna Street
    So I guess, no good schools TEACHER:
    That's faraway, isn't it? from Nyvky
    Ah, yes, that makes sense",0.886121242,0.998617271
22467,"STUDENT:
    Yes, Arsenalna is near ALMA School TEACHER:
    Yes, I thought so",0.768875259,0.881101161
22468,"STUDENT:
    Ok. It's time already
    I think TEACHER:
    Here in the UK, while kids are small, all house moves are dominated by the catchment area of schools. I bet it's universal though, for all families, not just in the UK, obviously",0.63337852,0.746875865
22469,"STUDENT:
    Next Monday same time? TEACHER:
    Yes, I've got to let you go! Yes, sure, same time on Monday!",0.998520821,0.044328983
22470,"STUDENT:
    Right. It's more or less the same everywhere TEACHER:
    Have a lovely week :.",0.079338125,0.017014673
22471,"STUDENT:
    You too!
    Thank you for the lesson
    Bye!!! TEACHER:
    Yeah, of course, once you have a child:.
    My pleasure, by!
    bye!",0.987319305,0.981334809
22473,"STUDENT:
    hi TEACHER:
    Hi <STUDENT>!
    How are you?",,
22474,"STUDENT:
    I am fine
    and you? TEACHER:
    Good, thank you
    How's your holiday going?",0.681940226,0.994032047
22475,"STUDENT:
    fine
    after our lesson I will see my friend
    it is her birthday today TEACHER:
    Lovely! Have you prepared anything for her?",0.9221514,0.98857604
22476,"STUDENT:
    no
    just some monet
    *y TEACHER:
    Ok, cool",0.899033562,0.599582562
22477,"STUDENT:
    I think it is the best gift TEACHER:
    Well, I see your point",0.512798502,0.799631456
22478,"STUDENT:
    you can anything you want TEACHER:
    Do you like receiving money for your birthday?",0.815121143,0.676445694
22479,"STUDENT:
    If it is your close friend, you can give anything
    yes TEACHER:
    Do you mean that if you are close then you know what the person is into and what to give them?",0.994256219,0.672674773
22480,"STUDENT:
    two years ago I received a lot of money and I bought a phone
    yes TEACHER:
    Ooh, cool!
    When is your birthday?",0.698014138,0.265166658
22481,"STUDENT:
    <DOB>
    when is your birthday? TEACHER:
    Ok, so soon-ish. If you get lots of money again, what will you buy?
    <DOB>",0.893227319,0.999387805
22482,"STUDENT:
    I want to buy headphones
    and a tablet TEACHER:
    I see! Sounds good!
    Are you excited about Halloween? Have you got any plans?",0.825888261,0.938724226
22483,"STUDENT:
    I am excited !!!
    I don't really have plans TEACHER:
    Me too! I love Halloween!",0.87002993,0.999476185
22484,"STUDENT:
    but on 31th of October it is my friend's birthday TEACHER:
    There's still some time to make plans)",0.664339828,0.949257003
22485,"STUDENT:
    so I think we are going to celebrate
    she had a lot of theme parties in the past TEACHER:
    Ah, so you're relying on your friend to come up with something))
    Fair enough!",0.708347515,0.733939066
22486,"STUDENT:
    yes TEACHER:
    Have you got a costume?",,0.836413853
22487,"STUDENT:
    no
    I don't who to cosplay this year
    last year I was Bill Cipher TEACHER:
    Who's Bill Cipher?",0.999475045,0.950677269
22488,"STUDENT:
    did you watch Gravity Falls? TEACHER:
    The answer is, 'No, I haven't seen it.' Could you make the correct question, please?",0.974817018,0.527873015
22489,"STUDENT:
    have you ever watched Gravity Falls? TEACHER:
    Well done! I haven't, no!",0.977761732,0.673785834
22490,"STUDENT:
    google his name
    he is a triangle with one eye TEACHER:
    Ah, that's too easy! You tell me :)
    A triangle with one eye! That must have been difficult to cosplay!",0.998825513,0.330672378
22491,"STUDENT:
    he is yellow
    and he is evil TEACHER:
    Ah, I see!
    Tell me more about his personality)",0.973080708,0.211391134
22492,"STUDENT:
    he wanted to be the king of the world
    he is not from our dimension TEACHER:
    I see. Who doesn't?)))",0.871108874,0.960500641
