,id,conversation_id,text,conv1,conv2,LCS,conv1_len,conv2_len,cos,human_int_mean,new_13bchat,new_7bchat,7b_int,13b_int,7bnonchat_int,13bnonchat_int,gpt4_int,mis_nonchat_int,mix_int
96,53804,168,"student: <student> oops    student: ugh, i messed up again.",<> oops,"ugh, i messed up again.",0,2,5,0.467222557,1.333333333,2,3,4,3,0,0,3,1,3
97,38712,168,student: <student> oops  teacher: hi <student>!,<> oops,hi <>!,0,2,2,0.197542007,1.666666667,2,3,4,4,0,0,2,2,2
98,36201,80,"student: <student> told me there aren't any places anymore  teacher: yes, i told him we stopped recruiting while we were waiting for the form to be approved, but then i wrote back to him and invited him are you thinking about willpower? or waiting for me to say something? it's a bit hard to tell because i can't see whether you're typing",<> told me there aren't any places anymore,"yes, i told him we stopped recruiting while we were waiting for the form to be approved, but then i wrote back to him and invited him are you thinking about willpower? or waiting for me to say something? it's a bit hard to tell because i can't see whether you're typing",1,8,52,0.338756062,2,2,3,1,4,3,2,3,0,2
99,36505,199,"student: <teacher> : i think i should have rebelled more, it would have been good for me maybe yes and maybe no  teacher: well, yes, you're right","<>  i think i should have rebelled more, it would have been good for me maybe yes and maybe no","well, yes, you're right",0,20,4,0.604448369,1.666666667,2,3,2,2,0,2,2,0,2
100,65970,143,"student: <teacher> : oh, it's a nose spray for children here, not a jab, thankfully  teacher: first conditional :)    teacher: if everyone receives a flu jab, <student's child> will not need to.","<>  oh, it's a nose spray for children here, not a jab, thankfully",first conditional ),0,13,3,0.096415246,2,2,3,4,4,0,3,3,1,3
101,36625,195,"student: <teacher> : oh, that's silly! - yes! i know better than a shop assistant! i hate it )  teacher: yes, i think petrivka is an equivalent of english independent book sellers i don't know the statistics, but i suspect most people in the uk buy books off amazon. it's cheap, convenient and there is an almost unlimited choice.","<>  oh, that's silly! - yes! i know better than a shop assistant! i hate it )","yes, i think petrivka is an equivalent of english independent book sellers i don't know the statistics, but i suspect most people in the uk buy books off amazon. it's cheap, convenient and there is an almost unlimited choice.",1,17,39,0.522073516,2.666666667,2,3,2,3,1,3,2,1,3
102,36194,80,"student: ?  teacher: e.g. my colleague got a new desk because he always complains about his back. now, my back's hurting too but i never complain. i guess a squeaky wheel gets the grease! (imaginary situation) ok?",?,"e.g. my colleague got a new desk because he always complains about his back. now, my back's hurting too but i never complain. i guess a squeaky wheel gets the grease! (imaginary situation) ok?",0,1,34,0,2.333333333,2,3,4,3,2,2,3,3,3
103,36204,80,"student: ?  teacher: for example, the reason i don't have a packet of crisps for lunch is not my amazing willpower but my concern over my health",?,"for example, the reason i don't have a packet of crisps for lunch is not my amazing willpower but my concern over my health",0,1,24,0,2,3,3,4,3,0,2,4,0,3
104,58363,92,student: a  teacher: aha    teacher: okay,a,aha,0,1,1,-0.136194791,0.666666667,2,3,2,2,1,2,1,4,1
105,39291,166,student: a  teacher: yes! well done 6. a) at b) in c) on d) for,a,yes! well done 6. a) at b) in c) on d) for,0,1,12,0.2226167,2.333333333,3,3,4,4,0,2,3,1,3
106,39295,166,"student: a  teacher: yes, well done! what's the difference between 'few' and 'a few' here?",a,"yes, well done! what's the difference between 'few' and 'a few' here?",0,1,12,0.2226167,2.666666667,2,3,3,3,0,2,3,1,3
107,39153,142,"student: a bit for you yes) for me it is a bit usual thing for november  teacher: oh yes, i really hope we'll get at least a day of snow this winter i know :)",a bit for you yes) for me it is a bit usual thing for november,"oh yes, i really hope we'll get at least a day of snow this winter i know )",1,15,18,0.092863742,1.666666667,2,3,3,4,2,3,3,1,2
108,57021,88,"student: a bug?  teacher: warmer, warmer    teacher: getting closer, getting closer",a bug?,"warmer, warmer",0,2,2,0.081974739,2,2,3,3,3,0,1,3,4,3
109,57022,88,"student: a butterfly?  teacher: yes, you got it!! well done!    teacher: correct. good job.",a butterfly?,"yes, you got it!! well done!",0,2,6,0.2226167,2,2,3,2,4,0,3,3,1,2
110,59848,188,"student: a car! wow! it's a big deal! <teacher's husband> or you do you have the license?  teacher: <teacher's husband> has a license, i can't even drive! i'll have to learn    teacher:my husband has a driver's license, but i don't. i will need to learn how to drive.",a car! wow! it's a big deal! <'s husband> or you do you have the license?,"<'s husband> has a license, i can't even drive! i'll have to learn",2,16,13,0.367195279,3,2,3,3,3,2,1,1,1,3
111,39300,166,"student: a few != some?  teacher: yes, correct!",a few != some?,"yes, correct!",0,4,2,0.2226167,1.666666667,2,3,3,4,0,0,2,0,3
112,57020,88,student: a fish?  teacher: nope!    teacher: no.,a fish?,nope!,0,2,1,-0.174934309,1,2,3,4,4,1,3,1,4,1
113,64398,201,"student: a little like the chinse liu ji.  teacher: i'm not familiar with that, sorry. will you have to write an essay? or speak? or do a grammar test?    teacher: i am not familiar with that. will you be required to write an essay, speak, or take a grammar test?",a little like the chinse liu ji.,"i'm not familiar with that, sorry. will you have to write an essay? or speak? or do a grammar test?",1,7,20,0.446841163,3.333333333,1,3,4,4,0,0,3,2,2
114,66124,12,student: a lot of but didn't you say 'lots' is used more often?  teacher: also correct (no difference) ...what about 'loads'? do you use this word?    teacher: is 'loads' a word you use?,a lot of but didn't you say 'lots' is used more often?,also correct (no difference) ...what about 'loads'? do you use this word?,1,12,12,0.47271668,2.333333333,3,3,4,4,0,2,3,2,3
115,38789,168,"student: a nice tip! thank you!  teacher: yes, absolutely, you need a formal letter",a nice tip! thank you!,"yes, absolutely, you need a formal letter",1,5,7,0.2226167,1.666666667,3,3,2,2,0,2,2,2,1
116,58918,77,"student: a) pull through  teacher: ok great    teacher: okay, that's good.",a) pull through,ok great,0,3,2,0.158803355,1.666666667,2,3,4,4,0,3,1,1,2
117,38174,132,student: aaaa i understand  teacher: i'm sure you've heard it before,aaaa i understand,i'm sure you've heard it before,0,3,6,-0.238630882,1,2,3,4,3,1,1,2,2,1
118,36485,199,"student: aaand alignment  teacher: even if you don't remember the meaning, you can tell which part of speech alignment is, can't you?",aaand alignment,"even if you don't remember the meaning, you can tell which part of speech alignment is, can't you?",1,2,18,0.06534991,1.666666667,2,3,3,2,0,3,3,0,2
119,45929,84,"student: abandon  teacher: yes, correct! abandon ship' is also an idiom, it means to leave a failing project / bad situation before it gets worse ok, another one wildfires and storms could be ____ of climate change.",abandon,"yes, correct! abandon ship' is also an idiom, it means to leave a failing project / bad situation before it gets worse ok, another one wildfires and storms could be ____ of climate change.",1,1,34,0.172508622,2,2,3,2,3,2,0,3,2,3
120,45921,84,"student: abandon and deduction ?  teacher: mmm, not quite",abandon and deduction ?,"mmm, not quite",0,4,3,-0.016440124,1,2,3,4,3,0,3,1,2,2
121,45927,84,student: abandoned  teacher: yes! the 20th century was the beginning of space _____ .,abandoned,yes! the 20th century was the beginning of space _____ .,0,1,11,0.041818798,1.333333333,None,3,2,4,0,3,1,3,1
122,58987,36,"student: about a prompt, yes please ahhh, i thought there was a rule about it!!  teacher: ok so e.g.: i haven't had so much fun since i was in spain. can you invert that?    teacher: can you invert the sentence ""i haven't had so much fun since i was in spain""?","about a prompt, yes please ahhh, i thought there was a rule about it!!",ok so e.g. i haven't had so much fun since i was in spain. can you invert that?,1,14,18,0.225822387,3.333333333,2,3,3,,3,1,3,3,3
123,35998,152,"student: about irony sudby  teacher: oh, like a meme?",about irony sudby,"oh, like a meme?",0,3,4,0.153523194,1,2,3,3,4,0,2,2,3,2
124,39142,142,"student: about lockdown no on this weekend no  teacher: fair enough! are your extra classes still open? the acting, the english, the coding and logic?",about lockdown no on this weekend no,"fair enough! are your extra classes still open? the acting, the english, the coding and logic?",0,7,16,0.23810276,2,3,3,3,2,3,2,3,4,3
125,53311,7,"student: about look up??  teacher: yes    teacher: of course, i would be happy to help you with that.",about look up??,yes,0,3,1,0.309868083,3,2,3,3,3,1,0,2,2,3
126,59333,30,"student: about the cae exam, a month ago i decided to postpone it. i was doing too many things and i was very stressed... i couldn't sleep well. so i decided to postpone what wasn't urgent  teacher: yes i see - sounds like it was a good idea - i guess it's not possible to do the exams at the moment anyway...    teacher: i understand. it seems like a good idea. currently, it is not possible to conduct exams.","about the cae exam, a month ago i decided to postpone it. i was doing too many things and i was very stressed... i couldn't sleep well. so i decided to postpone what wasn't urgent",yes i see - sounds like it was a good idea - i guess it's not possible to do the exams at the moment anyway...,1,35,25,0.309868083,3.333333333,2,3,4,4,0,1,3,2,2
127,63068,126,"student: about the toefl exam  teacher: ok, yes    teacher: alright, go ahead.",about the toefl exam,"ok, yes",0,4,2,0.225822387,2.333333333,2,3,1,1,0,3,2,0,2
128,59368,30,"student: about your daughter and children in general, i know it's really hard but then i think of children who live in siria for example where they can leave their houses because there are bombs and i think that we are lucky...  teacher: so e.g. the realtionship with the police is kind of contractual no of course you're right...it's all relative! i should take my own advice and change my perspective!    teacher: the relationship with the police is contractual. it is relative and i should change my perspective.","about your daughter and children in general, i know it's really hard but then i think of children who live in siria for example where they can leave their houses because there are bombs and i think that we are lucky...",so e.g. the realtionship with the police is kind of contractual no of course you're right...it's all relative! i should take my own advice and change my perspective!,1,41,28,0.528656425,3.666666667,2,3,3,3,0,3,1,2,1
129,38285,37,"student: absolute, i for 2 weeks. yes, the test was negative  teacher: ok right but you still have to stay isolated??? is that logical?","absolute, i for 2 weeks. yes, the test was negative",ok right but you still have to stay isolated??? is that logical?,0,10,12,0.152175183,2,2,3,3,2,1,1,3,3,3
130,53430,27,"student: according to me one of the most significant skills to get a job is leadership because without this one it's impossible to.... i dont know how explain in italian neither do not be submissive?  teacher: ha! well i guess that 'leadership skills' are only really essential in some jobs right ?    teacher: oh, i see. so you believe that leadership skills are important for most job roles, right?",according to me one of the most significant skills to get a job is leadership because without this one it's impossible to.... i dont know how explain in italian neither do not be submissive?,ha! well i guess that 'leadership skills' are only really essential in some jobs right ?,1,34,16,0.109512776,1.666666667,2,3,2,3,3,2,3,4,3
