text,conversation_id,id,human_int_mean,human_int_var,58c62eac444ade00010231a9,59b536d60516f6000197c3f9,5ab15ab4c42b630001cd36fb,5ad63c167f70c10001904bc5,5b830542b0d72600018dc280,5bb2a0148f3bd70001e5633f,5c4b06903566570001309394,5c4c747aa123930001ac124f,5c6ed5ea21a3560001bd3758,5d2b153afa24ba00173e8ee0,5d2d98a9a0d896001a5d6e4f,5d7f460632ee8a0018dc7502,5d8346167ed176001888204d,5dc0856370d51c032949d2db,5de00d05988d7c0877eaa15a,5de440d3400de40285c01263,5de585e4040f535067ca331e,5df50a49a98a7a3924e4137e,5df63f3ce632e14403dfa80f,5df97fcd11d8796fd29e85e3,5e06667850221303e42bdfc4,5e1e3898753e43085dbc3d71,5e2d7770d70e4e367b8a6498,5e569011c0486f03a51801b5,5e7a5584718c83035a42519c,5ea59ae1ae3958000acc6400,5ea9c1f55ce96d106af147a7,5ec3b9e83f187802a6aa041e,5ecd7b06a1a9170e7806f51e,5ecfc4e722413102e68160ba,5ed22618dd85e700082b5de0,5edab4e9750d97142796d0fa,5eea650223990c15b6063ea8,5eecf91f87fdd30e01f700b8,5ef0b54037a90c618ad9e97f,5ef3efcb420ab11a45a0b8a6,5efd146921bf49159fe2d166,5f0559d1bc410b85707c58a3,5f0af097e7d15b3bf7734642,5f0d65ef2ad0c60009209f0f,5f117f2b69f65101263bf8d0,5f14dbbb791d175744d71a09,5f2196d2670e5a0a96f218de,5f233d7f53212b0e22bf055d,5f3161410f87706425490ae1,5f325435f0fc671a7434cabe,5f36cbc35fc3f70f6385f664,5f3e36440f2e8d0008474ef9,5f3e95436fa4350dadcfbfeb,5f4e13a9c6a7d0ae613da383,5f5e7de4c81d3672642cd612,5f600669b846780f0fe45709,5f73427f244c770277ba2a5d,5f770f1691d3f91d768299f3,5f7d002d141e4e1c0e84e98e,5f8f6afd0b55a11df912a5c9,5f983c66dabf130bee4502f7,5f99cee5a2a7d109a1624e10,5fa76304caa4374da116923a,5fa888dbc0c212750f986c9e,5fae9cb0444e590669418214,5fb7e27bfec8e14167bddfef,5fc60be0227abc1b525a09a8,5fd0c81fc79aef1882cbee94,5fd9c5c67fa7c74ec42bb318,5ffdf54a500d7740e02f3639,60056b8b5db9c8774719d1a8,601941db6605160008690742,602fb33786b077cdbad2d5bb,6030119a4403b3e1f92a756a,60317fc2c8f6320ecde4bcb3,603a293ee62ae15da2674441,603e8ed1b54e6cf4fafcaa1a,6043725293678f31ff8f8ae5,605f811bc336749dd9dddd1b,606b84e11527ce2103add0a5,6071d42438f4fc44ff6b54c5,60743bea7dd527ac14fef25b,607d3fb81fd7a5c65619ed88,60c8bfd9f42872e2d303cc67,60ef4642202c8520a37e19b5,60f88d7fef1959734061e5a7,6101885b0f3e7fdafc8fd5d1,6103a3ece71ab061d5624402,610a9f8ba0cf35614ecb2a8d,61126cd00f29b7c648dca793,61139bc8479c2861f52c4a71,611a78efa6c36a674dc40cc6,611a9f9591ef82d19cfc5db1,611ccab657532350bc9b78ee,612a87998958706392797405,613d091096ca434d703f77c5,614e848825ae648282115670,61693c754827d0e35885a4ea,6171b1bc917dfe828a3130dd,6341258618bd26e47d901d74,human_int,proc_text,int_mean,int_var,new_13bchat,new_7bchat,7b_int,13b_int,7bnonchat_int,13bnonchat_int,gpt4_int,mis_nonchat_int,mix_int,mis7_int
"student: .i also think this is easier to do on paper as you can cross sentences you used and visually see what is remaning.  teacher: yes, definitely. but i think, if you happen to take the computer-based version of the test, you can drag-and-drop paragraphs, which is quite helpful visually",219,35704,2.333333333,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,,,2,"student: .i also think this is easier to do on paper as you can cross sentences you used and visually see what is remaning.  teacher: yes, definitely. but i think, if you happen to take the computer-based version of the test, you can drag-and-drop paragraphs, which is quite helpful visually",2.333333333,0.333333333,2,3,2,4,2,2,4,3,3,3
"student: .maybe the correct way to write it 'we will go to vienna for palm sunday? i am really unsure here.  teacher: well, the only thing we'll be able to do is go for a drive, to the seaside or the forest or one of the beautiful gardens yes, i think it's palm sunday, no article!",221,46086,2,0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,"student: .maybe the correct way to write it 'we will go to vienna for palm sunday? i am really unsure here.  teacher: well, the only thing we'll be able to do is go for a drive, to the seaside or the forest or one of the beautiful gardens yes, i think it's palm sunday, no article!",2,0,2,3,3,4,0,2,3,4,2,4
"student: .no it was about the article...i changed the verb because it was easier to type.... you are right, my holidays...  teacher: sure. might is a very good verb there :. no, it's good either way! nothing wrong with american words :.",221,46088,1.666666667,0.333333333,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,"student: .no it was about the article...i changed the verb because it was easier to type.... you are right, my holidays...  teacher: sure. might is a very good verb there :. no, it's good either way! nothing wrong with american words :.",1.666666667,0.333333333,2,3,4,4,1,0,3,3,3,3
"student: .when 1 would have been enough...? are both these expression okay?.  teacher: 1 would have been enough .but they had two, so it's a conditional. vs. they collected 1 litre for each tree, and that was enough.",219,35709,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,,,2,"student: .when 1 would have been enough...? are both these expression okay?.  teacher: 1 would have been enough .but they had two, so it's a conditional. vs. they collected 1 litre for each tree, and that was enough.",2,1,2,3,3,3,2,0,3,2,3,2
"student: 0.835 or 117/140  teacher: ooh, that's really good, well done!    teacher: that's a satisfactory score. good job.",257,66328,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"student: 0.835 or 117/140  teacher: ooh, that's really good, well done!    teacher: that's a satisfactory score. good job.",3,0,2,3,4,3,0,3,3,1,1,4
"student: 1 b?  teacher: no, what would be your second choice?",166,39285,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"student: 1 b?  teacher: no, what would be your second choice?",2,1,2,3,2,3,0,2,2,0,3,2
"student: 1- c / 2 - g / 3 - f / 4 - b / 5 - h / 6 - a / 7 - e / 8 - d / 9 - f i am not sure of number 7  teacher: ok thanks <student> - very good overall hold on... ok so 'innate' = something your born with e.g. children seem to have an innate sense of fairness. and e.g. patience, honesty, a sense of humour are all examples of particular personal qualities or characteristics (ok?!) so 7 e !    teacher: thank you, <student>. overall, 'innate' means something you are born with. for example, children naturally have a sense of fairness. personal qualities like patience, honesty, and a sense of humor are also examples. additionally, the numbers 7 and 9 can be represented by the letters 'i' and 'e', respectively.",43,59617,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,2,"student: 1- c / 2 - g / 3 - f / 4 - b / 5 - h / 6 - a / 7 - e / 8 - d / 9 - f i am not sure of number 7  teacher: ok thanks <student> - very good overall hold on... ok so 'innate' = something your born with e.g. children seem to have an innate sense of fairness. and e.g. patience, honesty, a sense of humour are all examples of particular personal qualities or characteristics (ok?!) so 7 e !    teacher: thank you, <student>. overall, 'innate' means something you are born with. for example, children naturally have a sense of fairness. personal qualities like patience, honesty, and a sense of humor are also examples. additionally, the numbers 7 and 9 can be represented by the letters 'i' and 'e', respectively.",2,0,2,3,4,4,1,3,4,3,3,2
student: 1. can't buy huge and expensive furnitures 2. sometimes it doesn't feel like home.  teacher: ok thanks <student>! can i just check your first disadvantage? the 'furniture' one? what do you mean here?,64,22379,1,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,student: 1. can't buy huge and expensive furnitures 2. sometimes it doesn't feel like home.  teacher: ok thanks <student>! can i just check your first disadvantage? the 'furniture' one? what do you mean here?,1,1,2,3,2,3,0,2,3,1,2,2
"student: 1. cheaper 2.easy to moving 3.high price can rent a high quality house, but it still cheaper than buy a normal house and disadvantage is following...  teacher: ok yes understood thanks...ok i'll wait!",64,22378,1,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,"student: 1. cheaper 2.easy to moving 3.high price can rent a high quality house, but it still cheaper than buy a normal house and disadvantage is following...  teacher: ok yes understood thanks...ok i'll wait!",1,0,2,3,3,2,3,2,1,3,1,3
"student: 1. pass on 2. similarities / inherit 3. brith 4.character 5. alter  teacher: ok thanks <student> - good answers for 1 and 5. let me make the other examples clearer    teacher: thank you, <student>. your answers for questions 1 and 5 are good. i will now provide clearer examples for the other questions.",43,59620,1.333333333,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,1,"student: 1. pass on 2. similarities / inherit 3. brith 4.character 5. alter  teacher: ok thanks <student> - good answers for 1 and 5. let me make the other examples clearer    teacher: thank you, <student>. your answers for questions 1 and 5 are good. i will now provide clearer examples for the other questions.",1.333333333,0.333333333,2,3,3,3,0,0,2,0,2,1
"student: 1.0  teacher: yes, something like that",214,36560,0.666666667,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,,1,,,,,,,,,,,,,,1,"student: 1.0  teacher: yes, something like that",0.666666667,0.333333333,2,3,,3,1,2,1,4,1,
"student: 1.0 they have the same sense of humor. it's the first thing in the couple i think ) so  teacher: oh really? if it's 100%, they ___ be good together",177,38841,1.333333333,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,"student: 1.0 they have the same sense of humor. it's the first thing in the couple i think ) so  teacher: oh really? if it's 100%, they ___ be good together",1.333333333,0.333333333,2,3,4,3,1,1,4,2,3,3
student: 1.summer 2.white dog 4.top  teacher: thank you,80,36209,1.333333333,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,student: 1.summer 2.white dog 4.top  teacher: thank you,1.333333333,0.333333333,2,3,3,3,0,3,1,3,1,
student: 130 out of 170 units of electricity form/by coal.  teacher: yes ok but you need a verb somewhere!,37,38308,1,1,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,1,student: 130 out of 170 units of electricity form/by coal.  teacher: yes ok but you need a verb somewhere!,1,1,2,3,4,4,3,0,3,0,2,2
student: 130 out of 170 units of electricity was produced from/by coal  teacher: yes ok good thanks! because it's units it is plural so we need 'were produced from' (good to use verb 'produced' by the way),37,38309,2,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,2,,,,,,,,,,,2,student: 130 out of 170 units of electricity was produced from/by coal  teacher: yes ok good thanks! because it's units it is plural so we need 'were produced from' (good to use verb 'produced' by the way),2,1,2,3,3,3,3,2,3,2,2,2
"student: 13:59 on my laptop  teacher: loan is more formal! right, thank you very much for participating in this project! it's been a pleasure to chat with you over the last few months :) you've still got my email address if you'd like to contact me one day, i'll be very happy to hear from you!",258,38345,2,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,2,"student: 13:59 on my laptop  teacher: loan is more formal! right, thank you very much for participating in this project! it's been a pleasure to chat with you over the last few months :) you've still got my email address if you'd like to contact me one day, i'll be very happy to hear from you!",2,1,2,3,3,4,1,3,4,3,2,0
student: 17 scarcity 18 genetically 19 occurance occurrence  teacher: good correction!,231,22434,0.666666667,0.333333333,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1,student: 17 scarcity 18 genetically 19 occurance occurrence  teacher: good correction!,0.666666667,0.333333333,2,3,2,3,3,3,3,2,2,3
"student: 18 inspiration  teacher: yes good    teacher: okay, that's fine.",30,59341,1.333333333,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,"student: 18 inspiration  teacher: yes good    teacher: okay, that's fine.",1.333333333,0.333333333,2,3,3,3,2,2,2,2,1,1
student: 19 generosity  teacher: great    teacher: good,30,59342,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,student: 19 generosity  teacher: great    teacher: good,1,1,2,3,2,4,0,3,1,0,2,2
"student: 20 restless??  teacher: yes right idea for the meaning = good but you need a noun i.e. the thing that led him... add a noun ending to your adjective    teacher: you have the correct idea for the meaning, but you need to include a noun. this noun should be the thing that led him. please add a noun ending to your adjective.",30,59343,2.666666667,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,"student: 20 restless??  teacher: yes right idea for the meaning = good but you need a noun i.e. the thing that led him... add a noun ending to your adjective    teacher: you have the correct idea for the meaning, but you need to include a noun. this noun should be the thing that led him. please add a noun ending to your adjective.",2.666666667,0.333333333,2,3,3,3,2,2,3,3,3,3
"student: 20 sensitivity thanks . 21 spectacularly 22 advantageous 23 progressively 24 evolution  teacher: ah, you need an adjective in 24",231,22435,1,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,"student: 20 sensitivity thanks . 21 spectacularly 22 advantageous 23 progressively 24 evolution  teacher: ah, you need an adjective in 24",1,0,2,3,3,3,1,0,2,0,3,2
"student: 21 medical  teacher: yes good    teacher: okay, that's good.",30,59348,1.666666667,1.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,"student: 21 medical  teacher: yes good    teacher: okay, that's good.",1.666666667,1.333333333,2,3,4,3,3,2,1,1,2,1
student: 22 admiration  teacher: fine    teacher: ok,30,59349,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,student: 22 admiration  teacher: fine    teacher: ok,2,1,2,3,3,2,0,2,1,3,1,2
"student: 23 enthusiasm  teacher: yes good    teacher: okay, that's good.",30,59350,1.333333333,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,"student: 23 enthusiasm  teacher: yes good    teacher: okay, that's good.",1.333333333,0.333333333,2,2,2,3,0,3,1,2,1,3
"student: 26. is little demand for  teacher: yes, good!",211,38215,0.666666667,0.333333333,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,1,"student: 26. is little demand for  teacher: yes, good!",0.666666667,0.333333333,2,3,4,3,3,3,2,1,2,4
"student: 27. impressed by how good great a (i am not 100% sure about the preprositions 'by' here) 28. resignation came as a surprise to (29 later) 30. the height of his power  teacher: hold on, 27. the preposition is good! also with / at are possible. but 'good' doesn't quite convey the meaning, the answer is 'skilled' or 'skillful'",211,38216,2,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,,2,"student: 27. impressed by how good great a (i am not 100% sure about the preprositions 'by' here) 28. resignation came as a surprise to (29 later) 30. the height of his power  teacher: hold on, 27. the preposition is good! also with / at are possible. but 'good' doesn't quite convey the meaning, the answer is 'skilled' or 'skillful'",2,1,2,3,3,2,0,1,3,1,3,4
student: 29 no matter how late it'll be .... 30 i just caught a sight .a glimpse?. of emma  teacher: the tense again in 29.,231,22445,0.333333333,0.333333333,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,student: 29 no matter how late it'll be .... 30 i just caught a sight .a glimpse?. of emma  teacher: the tense again in 29.,0.333333333,0.333333333,2,3,3,4,1,0,2,3,2,2
student: 3 was crisps  teacher: i remember :),80,36210,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,2,student: 3 was crisps  teacher: i remember :),2,1,2,3,4,4,1,0,2,3,2,
student: 3. i was browsing through some magazines while waiting for my appointment.  teacher: yes!,199,36494,1.333333333,2.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,0,,,,1,,,,,,,,,,,,,,1,student: 3. i was browsing through some magazines while waiting for my appointment.  teacher: yes!,1.333333333,2.333333333,3,3,3,3,2,3,2,3,2,
"student: 31. c, 32. c, 33. d., 34. b, 35. a .?. 36. c....i wasn't sure about a few answers, but particoularly about 35  teacher: ok, why did you go for a in 35?",219,35688,1.666666667,1.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,2,"student: 31. c, 32. c, 33. d., 34. b, 35. a .?. 36. c....i wasn't sure about a few answers, but particoularly about 35  teacher: ok, why did you go for a in 35?",1.666666667,1.333333333,3,3,3,2,0,0,3,2,3,2
"student: 37. d, 38. h , 39. a...but to be honest i am sure only about the first one this is really a time-dependent task, and i didn't manage to read everything properly  teacher: ok, great. actually, with this task, you're looking for links between paragraphs. the text really is very big, but there are distinct links that can help to complete the task without reading everyting in-depth the first two are correct, let's try to find those links one second why is the first one d?",219,35703,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,,,2,"student: 37. d, 38. h , 39. a...but to be honest i am sure only about the first one this is really a time-dependent task, and i didn't manage to read everything properly  teacher: ok, great. actually, with this task, you're looking for links between paragraphs. the text really is very big, but there are distinct links that can help to complete the task without reading everyting in-depth the first two are correct, let's try to find those links one second why is the first one d?",2,1,2,3,3,3,1,3,3,0,2,2
student: 38 h  teacher: yes :),168,38725,1.333333333,2.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,student: 38 h  teacher: yes :),1.333333333,2.333333333,2,3,4,3,3,2,1,2,1,3
student: 39 f  teacher: yes!,168,38726,1.333333333,2.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,student: 39 f  teacher: yes!,1.333333333,2.333333333,3,3,4,3,3,1,0,0,1,4
"student: 4 i guess  teacher: well, i suppose the question is, which one would be easiest to write about and work some good language in?",168,38786,2.666666667,2.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,"student: 4 i guess  teacher: well, i suppose the question is, which one would be easiest to write about and work some good language in?",2.666666667,2.333333333,2,4,2,3,0,2,3,2,2,3
"student: 4. their houses are completely different. hers is quite minimalistic, but his is really quirky, filled with plants, pictures and souvenirs.  teacher: yes)",199,36496,1.333333333,2.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,0,,,,1,,,,,,,,,,,,,,1,"student: 4. their houses are completely different. hers is quite minimalistic, but his is really quirky, filled with plants, pictures and souvenirs.  teacher: yes)",1.333333333,2.333333333,2,4,4,4,0,2,1,2,2,
student: 40 ......b  teacher: yes!,168,38727,1.333333333,2.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,student: 40 ......b  teacher: yes!,1.333333333,2.333333333,2,3,3,3,1,2,1,4,1,4
"student: 40 b since the previous paragraph tells about the first project starting and in b you have some results of these first trials .2 liters collected, when 1 was enough.  teacher: yes, and also the following paragraph says 'having declared the initial project a success' .so we need a success story for 40. correct",219,35708,1.333333333,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,1,"student: 40 b since the previous paragraph tells about the first project starting and in b you have some results of these first trials .2 liters collected, when 1 was enough.  teacher: yes, and also the following paragraph says 'having declared the initial project a success' .so we need a success story for 40. correct",1.333333333,0.333333333,2,3,4,2,0,2,3,1,2,1
student: 41 a  teacher: yes!,168,38728,1.666666667,2.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,student: 41 a  teacher: yes!,1.666666667,2.333333333,3,3,4,4,3,3,2,1,1,4
student: 42 a the paragraph ends talking about a bigger project covering 50 square kilometers and a starts talking about a more ambitious scheme  teacher: but the knock-on effect of reviving the forest goes beyond restoring wildlife' which means that the paragraph should talk about... restoring wildlife,219,35712,1.666666667,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,2,student: 42 a the paragraph ends talking about a bigger project covering 50 square kilometers and a starts talking about a more ambitious scheme  teacher: but the knock-on effect of reviving the forest goes beyond restoring wildlife' which means that the paragraph should talk about... restoring wildlife,1.666666667,0.333333333,2,3,1,3,2,3,3,1,2,3
student: 42 e  teacher: yes!,168,38729,1.666666667,2.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,student: 42 e  teacher: yes!,1.666666667,2.333333333,3,3,3,3,3,2,1,2,1,3
student: 43 g  teacher: yaaaay!,168,38730,2.333333333,4.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,student: 43 g  teacher: yaaaay!,2.333333333,4.333333333,3,3,2,4,0,3,1,3,1,2
"student: 5. during her teenage rebellion, she dyed her hair a new colour every three months.  teacher: yes!",199,36498,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,0,,,,1,,,,,,,,,,,,,,1,"student: 5. during her teenage rebellion, she dyed her hair a new colour every three months.  teacher: yes!",1,1,3,3,4,2,0,0,2,0,3,
"student: 50 percents 43862.0  teacher: yes either is fine ...but percent without s at the end! one final thing <student> hold on....    teacher: ok, one final thing, <student>. please rewrite the last message. keep the key information, but make it as boring and emotionless as possible.",20,63054,2.666666667,1.333333333,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,3,"student: 50 percents 43862.0  teacher: yes either is fine ...but percent without s at the end! one final thing <student> hold on....    teacher: ok, one final thing, <student>. please rewrite the last message. keep the key information, but make it as boring and emotionless as possible.",2.666666667,1.333333333,2,3,1,1,3,1,2,2,1,2
